"mod.1.AIC","mod.5.AIC","mod.8.AIC","mod.simp.AIC","mod.simp.1.AIC","mod.1.BIC","mod.5.BIC","mod.8.BIC","mod.simp.BIC","mod.simp.1.BIC","mod.1.AME","mod.5.AME","mod.8.AME","mod.simp.AME","mod.simp.1.AME","pyth.AME","Sim.Run"
-386.044228271912,-361.008841229846,-340.58729290751,-286.659875662353,-277.29247165109,-341.511925256692,-332.883176167602,-333.555876641949,-277.284653974938,-267.917249963676,0.0123118021486332,0.0204569796159707,0.0204492221355664,0.0306338514019827,0.0327500498832742,0.0216035823365292,100
-384.939489146724,-359.911199544763,-337.665326109789,-279.022938597378,-264.954286453847,-340.407186131504,-331.785534482519,-330.633909844228,-269.647716909963,-255.579064766432,0.0150072110880117,0.0165124398501384,0.0184359467958485,0.0220710211835328,0.0225934662924846,0.0186402732262527,101
-387.741455684117,-362.593655229904,-338.712292499419,-288.765024104264,-267.585925879745,-343.209152668897,-334.467990167659,-331.680876233858,-279.389802416849,-258.21070419233,0.0142792181572766,0.0186978316032578,0.020047763389935,0.0326831833688578,0.0272702124591865,0.0207742791098282,102
-397.520748004973,-366.298499352472,-345.272606882466,-279.533940454258,-289.932388528805,-352.988444989753,-338.172834290228,-338.241190616905,-270.158718766843,-280.55716684139,0.0168700145263477,0.0194396307128649,0.0236884592798274,0.0241641350721939,0.0453863266002571,0.0241377315346941,103
-389.966576045893,-357.477849284315,-339.604726124306,-305.125821520181,-270.345482034703,-345.434273030673,-329.35218422207,-332.573309858745,-295.750599832767,-260.970260347288,0.014207463986311,0.0156085095725923,0.0194565216246912,0.0394020953833575,0.0272427026547942,0.0166375578434842,104
-402.740730986603,-368.571392067278,-341.820869632317,-291.76385687894,-272.560583689014,-358.208427971383,-340.445727005034,-334.789453366756,-282.388635191525,-263.1853620016,0.0186490796703265,0.0207778804578693,0.0200219073135563,0.0368102239750173,0.0311446788123427,0.0232170109861653,105
-385.735862233763,-367.484570047881,-346.182090618146,-288.149381827617,-275.092555658549,-341.203559218543,-339.358904985637,-339.150674352585,-278.774160140202,-265.717333971134,0.0134579425910652,0.0180448736034018,0.0237650345264143,0.0307130849244651,0.0303738461537692,0.0248766356525073,106
-398.428628924993,-367.05408401673,-337.219440140951,-290.127857287151,-269.766619438706,-353.896325909773,-338.928418954486,-330.18802387539,-280.752635599736,-260.391397751291,0.0178394189636775,0.0196618248570588,0.0178389995065549,0.0330525420904464,0.0284871194275027,0.0212021099273394,107
-397.550812714533,-371.611730980545,-338.254677493984,-283.255809055732,-267.149642331738,-353.018509699313,-343.486065918301,-331.223261228423,-273.880587368317,-257.774420644323,0.0164170833854163,0.0211296162405912,0.0183163855410653,0.0285781693831803,0.0260065955567132,0.0197196179604329,108
-400.949864897178,-367.987057769972,-341.414994733187,-289.010373972807,-273.325197078999,-356.417561881958,-339.861392707728,-334.383578467626,-279.635152285393,-263.949975391584,0.016619936779607,0.020629353147044,0.0206891085295248,0.0318339280223322,0.0291950027085534,0.0228309912518496,109
-384.068973112739,-360.703182752343,-354.413356165116,-283.203497110383,-277.901301671749,-339.536670097519,-332.577517690098,-347.381939899555,-273.828275422968,-268.526079984335,0.0130630331633507,0.0151611616647984,0.0286244377731873,0.0261564887165267,0.0345286624175979,0.0310791079938817,110
-395.420218579534,-368.09123577608,-341.188242242525,-282.756765837705,-267.516107317632,-350.887915564314,-339.965570713836,-334.156825976964,-273.38154415029,-258.140885630217,0.015659152898342,0.0199101645422121,0.0199737248171124,0.0276188580775661,0.0270941777580636,0.0222678201831775,111
-406.590395370309,-359.799851833815,-348.963737736586,-284.418667036352,-271.002517000576,-362.058092355089,-331.674186771571,-341.932321471025,-275.043445348937,-261.627295313161,0.0219250028197139,0.0166133956535237,0.0267322695082758,0.0287163569280781,0.0302217320835083,0.0282660702351349,112
-391.257870465506,-367.217557893564,-339.964820258499,-295.952657434998,-275.439080074077,-346.725567450286,-339.09189283132,-332.933403992938,-286.577435747584,-266.063858386662,0.014234490867414,0.0201582975178557,0.0187902215863729,0.0360581780576842,0.0312232235018557,0.0206397925430264,113
-384.369384641259,-362.559781339948,-346.624633873853,-289.479071639507,-273.77299907004,-339.837081626039,-334.434116277704,-339.593217608292,-280.103849952092,-264.397777382626,0.0132210267196459,0.0150988285976265,0.0231757031173573,0.03317833725959,0.028830102886398,0.0246915593256784,114
-396.490163773668,-376.711647747041,-335.338189185004,-278.601615693636,-264.132759816377,-351.957860758448,-348.585982684797,-328.306772919442,-269.226394006221,-254.757538128962,0.0181479359996502,0.0262676806410543,0.0164004092843648,0.020553261312471,0.0225203681337103,0.0179198780583994,115
-390.660616892053,-361.79068420132,-348.927992591317,-282.621815112411,-281.739542724659,-346.128313876833,-333.665019139076,-341.896576325756,-273.246593424996,-272.364321037244,0.0152887031270281,0.0175693793167587,0.0254867493486445,0.0274127210120533,0.0371132643027981,0.0265338409464126,116
-396.464517429459,-368.530863633564,-344.748640255735,-287.11431221861,-285.448403981756,-351.932214414239,-340.40519857132,-337.717223990174,-277.739090531196,-276.073182294341,0.0170368878586329,0.0194595909194624,0.0221272911211733,0.0291860656365896,0.0411221272722889,0.025336120874573,117
-416.589614164429,-377.215507903034,-347.640080782867,-287.302938187167,-283.002080711751,-372.057311149209,-349.08984284079,-340.608664517306,-277.927716499752,-273.626859024336,0.0255106320592198,0.0223801254890889,0.0240590885701672,0.0318479689560598,0.0342287939242659,0.0237872343556383,118
-392.094497106255,-352.055232527519,-344.411380555414,-286.779176824979,-275.953942335892,-347.562194091035,-323.929567465275,-337.379964289853,-277.403955137564,-266.578720648477,0.0166334973798363,0.0143520454288939,0.0212255485980695,0.0264722759585293,0.0350536532197616,0.0224257369147469,119
-383.900524806939,-357.723106983086,-345.64539403184,-282.612929840027,-278.979281607869,-339.368221791719,-329.597441920842,-338.613977766279,-273.237708152612,-269.604059920454,0.0131803299759009,0.0167076073575374,0.0226839731005643,0.0268697123414187,0.0373386847555203,0.0204788598726084,120
-391.434539724127,-369.735391149109,-350.000517285371,-293.404322772357,-276.6981260946,-346.902236708907,-341.609726086865,-342.96910101981,-284.029101084943,-267.322904407186,0.0155631501398548,0.0201341547043848,0.0256972131759043,0.0314933014199761,0.0322324025992497,0.0262010708593583,121
-391.946689366418,-370.068959689671,-343.540569134685,-288.433959145564,-272.800343436439,-347.414386351198,-341.943294627427,-336.509152869124,-279.058737458149,-263.425121749024,0.0144386379562641,0.0186628321176595,0.0218831854826268,0.0351191679535079,0.0253100515964655,0.019127808948964,122
-388.029129618483,-361.677681902771,-339.013220965412,-296.115301220703,-274.075500588739,-343.496826603263,-333.552016840527,-331.981804699851,-286.740079533288,-264.700278901324,0.0158354804667239,0.019077090784433,0.0211672138738427,0.0335717071228025,0.0332124263938126,0.0189473412416682,123
-404.2409200433,-375.06135975024,-340.252369976487,-284.464222203465,-274.046732675449,-359.70861702808,-346.935694687996,-333.220953710926,-275.08900051605,-264.671510988034,0.0217990051428208,0.0242469383738044,0.0194542944613189,0.0296343507565082,0.0305096106913232,0.020541317022324,124
-391.567212515048,-354.090359167899,-340.651267350768,-289.017877066117,-268.344577477152,-347.034909499828,-325.964694105655,-333.619851085207,-279.642655378702,-258.969355789737,0.0147115041447189,0.0145182000183591,0.0191158519429451,0.0290182849677327,0.024603271794107,0.0220820563461748,125
-388.010970082589,-369.856242216929,-339.220961225959,-284.927649364325,-271.167495160806,-343.478667067369,-341.730577154685,-332.189544960398,-275.55242767691,-261.792273473391,0.0142241867481597,0.0218673803001585,0.0183726607066795,0.0276075701014402,0.0250687923495542,0.0194151446638186,126
-397.970397959517,-368.26633947501,-346.033888196234,-292.64900622159,-270.687334903658,-353.438094944297,-340.140674412765,-339.002471930673,-283.273784534175,-261.312113216243,0.0169431357856236,0.0223016628318404,0.024073243990959,0.0343363553800161,0.0288467376214065,0.0255583324566873,127
-388.421387276327,-375.495790506381,-337.69923326996,-288.427265975219,-264.354872382455,-343.889084261107,-347.370125444137,-330.667817004399,-279.052044287805,-254.979650695041,0.0136735392190978,0.021499598764125,0.0166609324936694,0.0330141978917613,0.0215441964464227,0.0176174065584061,128
-400.113440777202,-381.071262795441,-343.60933321641,-299.380201667684,-275.01623273806,-355.581137761982,-352.945597733197,-336.577916950849,-290.00497998027,-265.641011050645,0.0181480944243953,0.0229021917641558,0.021268704058369,0.0369720861185772,0.0306340268029878,0.0194429452858424,129
-391.646103704897,-360.275327668361,-341.372901793583,-280.884939973988,-280.47039373116,-347.113800689677,-332.149662606117,-334.341485528022,-271.509718286573,-271.095172043745,0.0154359836472924,0.0167046252273204,0.021065658082017,0.0237069526567444,0.0323644773561876,0.0209794995516732,130
-388.15573134733,-367.305610385038,-345.696569786298,-291.037922702774,-276.790915907232,-343.62342833211,-339.179945322793,-338.665153520737,-281.662701015359,-267.415694219818,0.016596538320229,0.0190528295411632,0.0222070934800542,0.0280385895785468,0.0316679556116033,0.0235245007063218,131
-388.09421065515,-355.528520042644,-349.199557674047,-290.0998426851,-280.99874094146,-343.56190763993,-327.402854980399,-342.168141408486,-280.724620997685,-271.623519254045,0.0137381032382084,0.0155704767914678,0.0252379659928825,0.0318533796428857,0.0340206014079643,0.0242223500637046,132
-401.414439059261,-382.579495185201,-350.458953675132,-296.225118972743,-279.922246955127,-356.882136044041,-354.453830122956,-343.42753740957,-286.849897285328,-270.547025267712,0.0196426265918856,0.0244342671899011,0.0250586159015733,0.0333767136723835,0.0352942521755385,0.0209445089582635,133
-393.641296825915,-366.053129794923,-338.976755749903,-285.173161905578,-274.512504580816,-349.108993810695,-337.927464732678,-331.945339484342,-275.797940218163,-265.137282893402,0.0162589563587736,0.0196587897342734,0.0187872173103427,0.0300622690973508,0.0310667293356316,0.019821212485854,134
-382.45097785407,-355.361124716055,-334.772794580605,-278.627141659478,-270.96678047129,-337.91867483885,-327.235459653811,-327.741378315044,-269.251919972063,-261.591558783875,0.0104281017435066,0.0144457467040416,0.0155645095790742,0.0211075864419973,0.0290325096660598,0.0182392005621748,135
-387.910178164824,-353.584992531884,-344.560366956391,-288.36121718365,-279.908253201499,-343.377875149604,-325.45932746964,-337.52895069083,-278.985995496235,-270.533031514084,0.0148000143222928,0.0149905485203124,0.0228789195988592,0.0319205139501718,0.0342825038885504,0.0234809294396884,136
-379.606136921294,-354.227851738701,-339.579852757498,-283.1359003535,-278.571569715713,-335.073833906074,-326.102186676457,-332.548436491937,-273.760678666085,-269.196348028298,0.0102849944585872,0.014072492916497,0.0210267157093694,0.0257829196783215,0.0346848338452089,0.0199780988937073,137
-385.559414722923,-358.542113951149,-336.058336921139,-285.781695192025,-264.643533033992,-341.027111707703,-330.416448888904,-329.026920655578,-276.406473504611,-255.268311346578,0.0132325015452395,0.0166807830523123,0.0166069134723256,0.0295339038421241,0.0213285187969509,0.0173325440167759,138
-388.082109773275,-359.918278084415,-341.873448645189,-296.958473933162,-282.32876700608,-343.549806758055,-331.792613022171,-334.842032379628,-287.583252245747,-272.953545318665,0.0139093350098915,0.0178882899161882,0.02194238262184,0.0364423786365432,0.0372621053456954,0.0192896847174024,139
-383.403069694545,-353.287459911805,-336.988850035204,-291.176337813851,-268.254464804814,-338.870766679325,-325.161794849561,-329.957433769643,-281.801116126436,-258.8792431174,0.0115517176502032,0.0134135651907786,0.0165652204740194,0.0303089479887673,0.0283554551651976,0.0193857286129984,140
-395.721150208795,-355.953306641677,-346.705036909593,-290.214922755869,-277.530943401408,-351.188847193575,-327.827641579433,-339.673620644032,-280.839701068454,-268.155721713993,0.0169073549456174,0.0164017357977193,0.0248660350383879,0.0310808195424021,0.0356748344807737,0.0257156715417162,141
-384.621721639557,-359.542012011827,-333.7954527348,-277.674921980828,-270.310457818011,-340.089418624337,-331.416346949583,-326.764036469239,-268.299700293413,-260.935236130596,0.0124534135491327,0.0160520343792213,0.0147804383179559,0.0204588644803848,0.0259009401052759,0.0171294675706608,142
-390.856074744946,-356.07555840706,-342.049163690312,-288.476031038973,-269.468576317033,-346.323771729726,-327.949893344816,-335.017747424751,-279.100809351558,-260.093354629618,0.0151531841424678,0.0148888853702112,0.021565267035448,0.0318303597622931,0.0275475604428825,0.0206800501061246,143
-398.874878985249,-369.877797203693,-344.985452925115,-283.900999852112,-271.301947783177,-354.342575970029,-341.752132141449,-337.954036659554,-274.525778164698,-261.926726095762,0.0172058349814105,0.0176314873881085,0.0211570882991762,0.0263527727069794,0.0275234527348156,0.0222096824622061,144
-398.171091435273,-373.257776235867,-347.685266095888,-295.791369611492,-268.890566341007,-353.638788420053,-345.132111173623,-340.653849830327,-286.416147924077,-259.515344653592,0.0174158184220824,0.0210111126349213,0.0239449063608607,0.036615153372061,0.0269928640152436,0.0245777163626124,145
-386.637763915889,-360.491459821048,-340.596712770098,-286.938401024066,-269.746899649358,-342.105460900669,-332.365794758804,-333.565296504537,-277.563179336651,-260.371677961943,0.0123402705427279,0.018748480401135,0.0196151358008395,0.0306591985231018,0.025081299786967,0.0222160273477483,146
-391.728164009899,-368.898918499227,-341.547640440532,-297.165385203479,-264.155972152461,-347.195860994679,-340.773253436983,-334.516224174971,-287.790163516064,-254.780750465046,0.0168047344495094,0.0211762266316573,0.0214259548306794,0.0392215547603258,0.0223337715370327,0.0193066131763289,147
-388.792384392713,-363.937530132317,-335.655284321607,-295.468494766424,-271.006124949138,-344.260081377493,-335.811865070073,-328.623868056046,-286.093273079009,-261.630903261723,0.0128907166575178,0.018079653156099,0.0176865687434205,0.0343134465321443,0.0292492440754073,0.0201875942942702,148
-394.743921777531,-366.310540665028,-340.596148395779,-287.443692990338,-269.777842865127,-350.211618762311,-338.184875602784,-333.564732130218,-278.068471302923,-260.402621177712,0.0152709648698093,0.018817984997803,0.0210119503613979,0.0294111805207511,0.0284402561180577,0.023248962429229,149
-399.769374441541,-365.39182468934,-338.344430027391,-286.869092876318,-267.866354533942,-355.237071426321,-337.266159627096,-331.31301376183,-277.493871188903,-258.491132846527,0.0196581326117934,0.0194423200728291,0.0183132669206379,0.0268655372948976,0.0248205628439095,0.0223673849920219,150
-386.615200850026,-358.433985107658,-340.216665238305,-290.954084142418,-272.109029843512,-342.082897834806,-330.308320045414,-333.185248972744,-281.578862455003,-262.733808156097,0.0127819600483116,0.0158179228279731,0.0201429084895005,0.0328433771787503,0.0308899358303454,0.0208788237888062,151
-400.370227620205,-365.244608844616,-337.875319087855,-301.457069453333,-271.879189397004,-355.837924604985,-337.118943782372,-330.843902822294,-292.081847765918,-262.503967709589,0.0184947395556045,0.0199064723355288,0.0160162264338307,0.0380597274769279,0.0305604414872383,0.0181453898813885,152
-390.306563682897,-351.948362802183,-347.327823014889,-288.130416406531,-276.79431818845,-345.774260667677,-323.822697739939,-340.296406749327,-278.755194719116,-267.419096501035,0.0161223099229175,0.0129041096861991,0.0249331547092418,0.0318651386364731,0.0384944201655452,0.022392577085885,153
-397.053460819975,-360.091588048719,-342.765706266594,-288.62706865197,-274.270868917179,-352.521157804755,-331.965922986474,-335.734290001033,-279.251846964555,-264.895647229765,0.0186317559335884,0.0184492306700351,0.0229090184866628,0.0328574215976177,0.0320305473498984,0.0233973154591742,154
-385.175316720791,-359.446343091296,-333.492430002655,-281.683510512514,-260.423962406955,-340.643013705571,-331.320678029052,-326.461013737094,-272.308288825099,-251.04874071954,0.0124132119207124,0.0175924426321463,0.0156339393765682,0.0274538054374824,0.0161557246311808,0.0179654769964669,155
-397.414462676708,-364.976961926886,-341.835794710567,-287.957894563947,-277.538668814928,-352.882159661488,-336.851296864642,-334.804378445006,-278.582672876532,-268.163447127513,0.0182700400714111,0.0196660281440685,0.0218424674202143,0.0308503656124032,0.0330693081582273,0.0216487901919502,156
-395.550017164521,-372.236285926246,-341.895833241952,-281.898363570059,-269.218138297607,-351.017714149301,-344.110620864002,-334.864416976391,-272.523141882644,-259.842916610193,0.0156467012019361,0.0194903726937595,0.0207633186876902,0.0256940258501008,0.02672663301812,0.0242998986792781,157
-380.741901735053,-359.403514630496,-341.969683669349,-292.430228095389,-275.607242445062,-336.209598719833,-331.277849568252,-334.938267403788,-283.055006407974,-266.232020757647,0.0104141873508374,0.0163510352804333,0.0226000375157187,0.0304015884340753,0.0336987531787413,0.0222679528593746,158
-395.511886460137,-360.344410810643,-345.518182754674,-281.244725583371,-283.208484425143,-350.979583444917,-332.218745748399,-338.486766489113,-271.869503895957,-273.833262737728,0.0160815905173359,0.0161410937349255,0.0230250592716065,0.0240780153437926,0.0369801650506523,0.0239562200923965,159
-396.13020580819,-370.702636964036,-346.068361869502,-284.343264113534,-277.390923255859,-351.59790279297,-342.576971901792,-339.036945603941,-274.968042426119,-268.015701568445,0.0178661745768869,0.0197025023066555,0.0219398171531012,0.0273632959207756,0.0295810666556109,0.0208772757524164,160
-392.941460964327,-361.32255192426,-340.231837675201,-286.08430325587,-272.194227024643,-348.409157949107,-333.196886862015,-333.20042140964,-276.709081568456,-262.819005337228,0.0159865535600516,0.0161300906515841,0.0207588300489618,0.0291014030709754,0.0293692432398822,0.0248326958843398,161
-397.04692324199,-373.632462836286,-339.72646849548,-283.257984774337,-272.561944805265,-352.51462022677,-345.506797774042,-332.695052229919,-273.882763086922,-263.18672311785,0.016344280462412,0.0223134134171053,0.0209757753356879,0.0279841253344289,0.031732589668375,0.0211813171394933,162
-388.190211567983,-370.440524418665,-338.794185197349,-290.384472648037,-273.119298644873,-343.657908552763,-342.314859356421,-331.762768931788,-281.009250960622,-263.744076957458,0.0151120372954168,0.0211572784007933,0.0197249696683099,0.0309434904521667,0.0295128414290901,0.0151642930134341,163
-401.993879980209,-374.012908875449,-341.871432874753,-278.48088529014,-272.108548106283,-357.461576964989,-345.887243813204,-334.840016609192,-269.105663602725,-262.733326418868,0.0202573200304601,0.0235033501993742,0.0206355868835152,0.0212633634245738,0.0304670012681833,0.023534950239353,164
-398.910565401698,-364.944624752548,-342.736179127687,-294.852654017713,-281.436872178112,-354.378262386478,-336.818959690304,-335.704762862126,-285.477432330299,-272.061650490697,0.0204538154573188,0.0190379771010518,0.0233753352374432,0.03567493996335,0.0366275230407486,0.0183093867177208,165
-388.038290348631,-352.482179072988,-344.968680952558,-292.233662822775,-276.672043697068,-343.505987333411,-324.356514010744,-337.937264686997,-282.85844113536,-267.296822009654,0.0142259374204876,0.0137995811395772,0.023175945849656,0.0305472549203041,0.0331573570617206,0.0226088671089711,166
-386.242108343253,-361.392596290186,-336.082125669027,-283.799385143473,-272.778993870529,-341.709805328033,-333.266931227942,-329.050709403466,-274.424163456058,-263.403772183114,0.0128422647319289,0.018073318834615,0.0175858561669572,0.0268465115612646,0.0287463460956449,0.0182215458664523,167
-380.690408203344,-366.049440765476,-346.078739983851,-292.548277970693,-272.903879609175,-336.158105188124,-337.923775703232,-339.04732371829,-283.173056283278,-263.52865792176,0.0120693379417887,0.0180356374367699,0.0218391831444437,0.0324791403000233,0.0292221522986493,0.0199004335904647,168
-416.656662677696,-375.910059669347,-345.853704715572,-288.595130923027,-274.811505472269,-372.124359662476,-347.784394607103,-338.822288450011,-279.219909235612,-265.436283784854,0.0227285147306663,0.0229811784150226,0.0218973631754467,0.0313541380420208,0.0338016786015257,0.0230792015098845,169
-403.021675879865,-384.027245163834,-343.373573792619,-285.481489252243,-274.669156386016,-358.489372864645,-355.90158010159,-336.342157527058,-276.106267564828,-265.293934698601,0.0194789543187077,0.0243587337400304,0.0202532298102664,0.0282685092944425,0.0338278887514619,0.0224254139461717,170
-407.010068858236,-369.555445051499,-341.013658728605,-283.694178026639,-263.286434232988,-362.477765843016,-341.429779989255,-333.982242463044,-274.318956339224,-253.911212545573,0.0182610552253676,0.0201552571634661,0.0215981634363035,0.0281773258634868,0.0203531830202191,0.0233863571854405,171
-379.147844474864,-354.658351066375,-335.531901848538,-290.362143898226,-270.690906098097,-334.615541459644,-326.532686004131,-328.500485582977,-280.986922210811,-261.315684410683,0.00973998490266001,0.0139105660472538,0.0173951221617723,0.0299894231685377,0.0293634214549234,0.0171566496486551,172
-397.353966565128,-369.463876453997,-340.689960566645,-283.12216115676,-275.799303615367,-352.821663549908,-341.338211391753,-333.658544301084,-273.746939469345,-266.424081927952,0.0182700430979906,0.0194674349657459,0.0218633255999132,0.0273434174721241,0.0311748925868441,0.0209451325011732,173
-394.891528572626,-357.727122431717,-343.521323141602,-289.723970801172,-272.994438683043,-350.359225557406,-329.601457369473,-336.489906876041,-280.348749113757,-263.619216995628,0.0172436818614044,0.0174603885316637,0.0207047830564547,0.031012291245786,0.0292463672534328,0.0194516083497204,174
-414.397480525248,-392.036807368892,-343.759252560269,-284.426783312071,-276.929024181741,-369.865177510028,-363.911142306648,-336.727836294707,-275.051561624656,-267.553802494327,0.0222929425423499,0.0255413077491925,0.0219952085719973,0.0293874950656862,0.0339522098096416,0.0227642629078561,175
-390.36496912164,-359.341993662572,-347.632246914673,-284.801099341226,-280.962221693657,-345.83266610642,-331.216328600327,-340.600830649112,-275.425877653812,-271.587000006242,0.0137128672274138,0.0157450677320495,0.0238348505159954,0.0253506096662413,0.0355868495042054,0.025411458825161,176
-388.571107761383,-356.082591750142,-343.791784052062,-284.686522550282,-286.505665677793,-344.038804746163,-327.956926687898,-336.760367786501,-275.311300862867,-277.130443990378,0.0131887744322265,0.015101351314018,0.0218349023539171,0.0275139997880021,0.0391025131905561,0.0215158565762669,177
-400.045386356243,-359.484797863065,-337.561808904962,-280.039415402098,-272.137723110218,-355.513083341023,-331.359132800821,-330.530392639401,-270.664193714683,-262.762501422803,0.0174415652012206,0.0169384599554866,0.0184390935921027,0.0211145596350192,0.0277131390341693,0.0214511458624965,178
-391.650101521151,-362.962569863954,-347.972326364842,-292.038357221432,-268.228059776971,-347.117798505931,-334.836904801709,-340.94091009928,-282.663135534018,-258.852838089556,0.0142225477639311,0.0187268420190311,0.0237672162037929,0.0329416011514759,0.0287218549600908,0.025830224724298,179
-402.645936060661,-356.897145262279,-345.578333676363,-298.342982625249,-265.796341037879,-358.113633045441,-328.771480200035,-338.546917410802,-288.967760937834,-256.421119350465,0.018224210876344,0.0152478266685281,0.024838120346035,0.038342197669193,0.0236558361169704,0.0246950458286555,180
-386.699686220571,-355.710435203325,-346.366435517205,-290.352913321636,-274.252994307712,-342.167383205351,-327.584770141081,-339.335019251644,-280.977691634222,-264.877772620298,0.0139300458495471,0.0158193833328901,0.0232486369983766,0.0281080441706284,0.0298912868205845,0.0243401658836234,181
-388.820998674982,-357.802785629282,-344.864857330194,-293.235332711382,-281.201713237769,-344.288695659762,-329.677120567038,-337.833441064633,-283.860111023967,-271.826491550354,0.013016975313903,0.0149660082642591,0.022764131034008,0.0304996389515494,0.0359910186489478,0.023650462902806,182
-392.596419829452,-360.000257174405,-346.630170388435,-286.578379375839,-282.120488299999,-348.064116814232,-331.87459211216,-339.598754122874,-277.203157688424,-272.745266612585,0.0157453723714266,0.0165078878616088,0.0249305931047762,0.0286157291668873,0.0364168392085973,0.0250705640238032,183
-383.985450956995,-358.936848645675,-339.303308311143,-293.079424074322,-269.951058476274,-339.453147941775,-330.811183583431,-332.271892045582,-283.704202386907,-260.575836788859,0.0120861595713005,0.0170474232989189,0.0182968512394605,0.0349888632164477,0.0282334486486437,0.0188720772322718,184
-385.876576202791,-354.92459364101,-340.976873178824,-281.895292571485,-281.815582049014,-341.344273187571,-326.798928578766,-333.945456913263,-272.52007088407,-272.440360361599,0.0136179325777323,0.014137522172515,0.0217232291277149,0.0241578068221611,0.0383483654501776,0.0217928147539969,185
-400.186900590853,-365.88038797063,-336.920706305295,-293.41850476683,-263.51381028873,-355.654597575633,-337.754722908386,-329.889290039734,-284.043283079415,-254.138588601316,0.0193133696836437,0.0203440133453105,0.0194129534262438,0.0346553277562609,0.0216765804739209,0.0216944575816495,186
-389.735357726149,-358.341845975441,-344.115641617958,-283.227000622142,-271.303160733919,-345.203054710929,-330.216180913197,-337.084225352397,-273.851778934728,-261.927939046504,0.0136297711633426,0.0158728000184838,0.022250758652955,0.0277269020449033,0.029076038417901,0.0241435749056216,187
-394.903628878004,-360.641237291805,-348.181944851913,-284.956922811493,-272.846159655688,-350.371325862784,-332.515572229561,-341.150528586352,-275.581701124078,-263.470937968274,0.0175902630314308,0.0169191061354482,0.0265236377001366,0.0304988542138786,0.0312155763558026,0.0272094630022439,188
-388.318130659239,-357.035221056923,-343.730121752128,-286.071441306317,-265.382691349561,-343.785827644019,-328.909555994678,-336.698705486567,-276.696219618902,-256.007469662146,0.0148736260006559,0.0160021336362818,0.0228473736268891,0.0302816564092766,0.0233636262246279,0.0253773550504366,189
-387.255374535079,-361.648507026662,-344.517031419905,-283.241939147459,-279.331682259042,-342.723071519859,-333.522841964417,-337.485615154344,-273.866717460044,-269.956460571627,0.0147562481890499,0.0152768318172808,0.0217401763795204,0.0275781699322426,0.0323859956788067,0.0206693029798459,190
-386.984025971507,-364.344941441351,-338.567447519282,-288.430095396486,-270.59003734828,-342.451722956287,-336.219276379107,-331.536031253721,-279.054873709072,-261.214815660866,0.0145106214343973,0.0190794276071501,0.0185024647792188,0.0324337478932974,0.0250769433313041,0.0203150475572033,191
-389.240561525506,-357.318242008688,-344.708073665613,-285.977298982253,-288.64735561744,-344.708258510286,-329.192576946444,-337.676657400052,-276.602077294838,-279.272133930025,0.0156257303709231,0.016635834423081,0.0227484230721781,0.0262880496606545,0.0411898554229492,0.0216604079016243,192
-385.420098689926,-367.563437948323,-350.674962427287,-288.526731628051,-281.507322783467,-340.887795674706,-339.437772886079,-343.643546161726,-279.151509940636,-272.132101096052,0.0161437239078519,0.0206458969391044,0.0272403460975983,0.0279313386510618,0.0379771210030259,0.0260010076909106,193
-391.380069328086,-357.551676428174,-347.20151690193,-280.31847634603,-280.334647030256,-346.847766312866,-329.42601136593,-340.170100636369,-270.943254658615,-270.959425342841,0.0149969057622816,0.0159120243051167,0.0241846247508507,0.024037753029833,0.0372764929735544,0.0253163466778503,194
-399.574711434421,-369.334174996327,-348.102068836567,-294.55208877392,-276.471163684699,-355.042408419201,-341.208509934083,-341.070652571006,-285.176867086505,-267.095941997285,0.0192271598258293,0.020345426585417,0.0262018613109637,0.0354515910785766,0.0324454366457321,0.0224211619584329,195
-386.035449876173,-360.631194037349,-334.437795220889,-285.995447396011,-263.068394274698,-341.503146860953,-332.505528975105,-327.406378955328,-276.620225708597,-253.693172587284,0.0129977377879982,0.0179278673863062,0.0158520005111194,0.0262828458301357,0.0205195135990749,0.0178801335901932,196
-396.313511775487,-375.535368491907,-346.576329889043,-282.945787511527,-272.099237450681,-351.781208760267,-347.409703429663,-339.544913623482,-273.570565824112,-262.724015763267,0.0145385288086729,0.0190946217247613,0.0231311617157384,0.0248524812452162,0.0298237013383586,0.0248399470879789,197
-406.732449123551,-371.296454173203,-341.02196594874,-296.550677842841,-269.999048743901,-362.200146108331,-343.170789110959,-333.990549683179,-287.175456155426,-260.623827056486,0.0205661661839934,0.0201592790722349,0.0207569240288495,0.0371259132479049,0.0281743719563598,0.0221994889587877,198
-396.430645415238,-366.470340868728,-336.136405518298,-285.45885163236,-272.015683473067,-351.898342400017,-338.344675806484,-329.104989252737,-276.083629944945,-262.640461785653,0.0169683998921353,0.0184570291158939,0.017008897905347,0.028979027420391,0.029883201089068,0.0183537244750327,199
-375.899618805928,-350.000414192022,-337.571355024671,-283.589582579803,-271.444386018387,-331.367315790708,-321.874749129778,-330.53993875911,-274.214360892388,-262.069164330972,0.00710220239952123,0.0110060176557759,0.0196931162790375,0.0274348386073166,0.0306383892959327,0.0204621275257857,200
-400.16782660264,-363.22644757544,-348.605890935988,-286.950502770032,-283.834541404944,-355.63552358742,-335.100782513196,-341.574474670427,-277.575281082618,-274.459319717529,0.0167457171531771,0.018014333599527,0.0234730746555903,0.0290398315404845,0.0380287501908645,0.0259950174004601,201
